sid,window_idx,label,label_name,win_start_s,win_end_s,art_frac,mean_hr,rmssd,sdnn,pnn50,scr_count,scr_max_amp,scr_energy,scr_epeak,scl_mean
7,3,1,baseline,90.0,150.0,0.0,0.07749392364368858,2.675693821876835,1.2017646724683775,2.4743141227698877,3.1187407651451684,2.1994286846162376,3.6108478004196742,1.9205097810711664,3.0125793617265146
7,4,1,baseline,120.0,180.0,0.0,0.5369763806450617,2.070435080592817,1.5203563883291742,2.076557139861604,3.1187407651451684,1.4507823708487908,3.4233804227720666,1.8105911926955245,2.3841562732713952
7,5,1,baseline,150.0,210.0,0.0,0.15068861565313352,0.41932823236019595,0.6055120647161274,0.744326219543795,2.2042227964183896,1.4507823708487908,2.3228816972121558,1.7621989121396775,1.9040271003681275
7,6,1,baseline,180.0,240.0,0.0,0.8938525077585274,-1.2373753674402934,-0.716520046026218,-0.938352663209327,-0.5393311097619464,-0.6424825186134638,-0.6111757710985055,-0.6252733807491283,1.582558796526663
7,7,1,baseline,210.0,270.0,0.0,1.608226171702497,-0.3000398136215575,-0.9360700791455996,-0.8667277752498389,0.3751868589648323,1.2566423055779572,0.11684261746091876,1.3632363447790548,1.1486263559136067
7,8,1,baseline,240.0,300.0,0.0,0.2810609009061606,-0.4085820812300557,-1.014565534105888,-1.1974969371385533,0.3751868589648323,1.2566423055779572,0.06251592472277114,1.2358218910895302,0.4591295848229327
7,9,1,baseline,270.0,330.0,0.0,-0.21071642973705157,-0.5559314579308171,-0.6757139545606474,-0.720300320184479,-0.5393311097619464,-0.6424825186134638,-0.5082829267471195,-0.6252733807491283,-0.09980374847071287
7,10,1,baseline,300.0,360.0,0.0,0.7973022895197215,-0.29272631297039087,-0.3105304606073874,-0.5389656057419306,-0.5393311097619464,-0.6424825186134638,-0.27001475640521566,-0.6252733807491283,0.04792183414659763
7,11,1,baseline,330.0,390.0,0.0,0.6273572642778481,-0.9565414684819091,-0.42229236861101893,-0.8682312714402419,-0.5393311097619464,-0.6424825186134638,-0.432286089016877,-0.6252733807491283,0.5124159199815953
7,12,1,baseline,360.0,420.0,0.0,-0.18476730786666234,0.08535087390084552,0.22243500265362148,0.1927358735876499,-0.5393311097619464,-0.6424825186134638,-0.5911114202580084,-0.6252733807491283,0.630346621544818
7,13,1,baseline,390.0,450.0,0.0,1.219347444161562,0.42010336700475254,0.865993374554412,-0.49578322335526714,-0.5393311097619464,-0.6424825186134638,-0.5300316616448149,-0.6252733807491283,0.542524624344889
7,14,1,baseline,420.0,480.0,0.0,-0.06954583410447437,-0.45253117261789233,0.2802877941765089,-0.34205182527529376,-0.5393311097619464,-0.6424825186134638,-0.6152278596086118,-0.6252733807491283,0.3633034755923304
7,15,1,baseline,450.0,510.0,0.0,-0.4053177286668321,-1.1577322997545283,-0.9213966922816603,-0.2965212349789951,-0.5393311097619464,-0.6424825186134638,-0.6567018867238098,-0.6252733807491283,0.19375692789436216
7,16,1,baseline,480.0,540.0,0.0,1.9931473619353455,0.5869100204547337,0.9919863331018894,0.5098065146304679,-0.5393311097619464,-0.6424825186134638,-0.42426241717210095,-0.6252733807491283,0.2127351498716981
7,17,1,baseline,510.0,570.0,0.0,0.3323982960463919,1.527569660187623,2.5634257258203643,1.4447584048849322,-0.5393311097619464,-0.6424825186134638,-0.41981216002368926,-0.6252733807491283,0.20711760479385158
7,18,1,baseline,540.0,600.0,0.0,-2.337488553208408,0.18148409973450402,-0.33177460183521224,-0.9664333120871068,-0.5393311097619464,-0.6424825186134638,-0.6085553707316211,-0.6252733807491283,0.10915943823575795
7,19,1,baseline,570.0,630.0,0.03333333333333333,0.2923252685734894,-0.5070475984593183,0.3607348261150601,-1.2860092128639058,1.289704827691611,1.5634566450754546,0.32222689752724637,0.6098292542804361,-0.04490839483323527
7,20,1,baseline,600.0,660.0,0.03333333333333333,1.6457398337306488,0.3776911635514137,2.2312877431251805,0.23929869499953219,1.289704827691611,1.5634566450754546,0.5146394380488671,0.8354654700882209,-0.115582266810888
7,21,1,baseline,630.0,690.0,0.0,-1.133912722618105,1.2599492585580125,2.104934848677525,0.7333819666478404,-0.5393311097619464,-0.6424825186134638,-0.31323872566803723,-0.6252733807491283,0.03139164966719059
7,22,1,baseline,660.0,720.0,0.0,-1.3909367340979937,1.3944905142609945,0.0959920110435312,1.4280201357499416,-0.5393311097619464,-0.6424825186134638,-0.16885614100850763,-0.6252733807491283,0.15918891293462095
7,23,1,baseline,690.0,750.0,0.0,-0.2016032982511645,0.7593397946125606,-0.05958020813087063,1.7293089801797688,-0.5393311097619464,-0.6424825186134638,-0.08507738636852785,-0.6252733807491283,0.16354253733071739
7,24,1,baseline,720.0,780.0,0.0,-0.2474138332385853,0.07870821204208646,-0.4290602954082727,0.385857083705785,-0.5393311097619464,-0.6424825186134638,-0.3036214216351215,-0.6252733807491283,0.12119256704716347
7,25,1,baseline,750.0,810.0,0.0,-0.30502588666568997,-0.4399601770952816,-1.0905901083426246,-0.36601798335493907,-0.5393311097619464,-0.6424825186134638,-0.5296223844414611,-0.6252733807491283,0.11556208080192704
7,26,1,baseline,780.0,840.0,0.0,0.6537882419881441,-0.9274275765314504,-1.350093479131368,-0.24961092982523275,-0.5393311097619464,-0.6424825186134638,-0.6720346073262714,-0.6252733807491283,0.1415921605761603
7,27,1,baseline,810.0,870.0,0.0,-0.24828538669765163,-0.8404410969312609,-0.3569977325708582,-0.3194551619430564,0.3751868589648323,1.8504343402575119,0.6361204070935524,2.581118246739313,-0.35988562479803266
7,28,1,baseline,840.0,900.0,0.0,-1.1522127121664767,-0.5794706381915974,-0.16096486984514505,-0.5425060967709447,1.289704827691611,1.8504343402575119,0.9799025323996242,1.3810650639594368,-1.068346598268037
7,29,1,baseline,870.0,930.0,0.0,-0.8854199292873851,-0.30391529005971374,-0.4873665156154729,-0.5755506797084099,0.3751868589648323,0.7106946779052054,-0.2354578938885468,0.5369725888664434,-1.1050693175982018
7,30,1,baseline,900.0,960.0,0.0,-0.6730399930294597,-1.0348839865698385,-0.9446191227117864,-0.8316461974737631,-0.5393311097619464,-0.6424825186134638,-0.344970437492071,-0.6252733807491283,-0.9146648433595099
7,31,1,baseline,930.0,990.0,0.0,-0.284103337464055,0.0845887270416509,0.22844298931446086,0.1232862416512829,-0.5393311097619464,-0.6424825186134638,-0.3250757635984543,-0.6252733807491283,-0.9149527843339359
7,32,1,baseline,960.0,1020.0,0.0,0.10520458407635994,1.1244504488615268,0.9083390408986703,1.5945218655664253,-0.5393311097619464,-0.6424825186134638,-0.42987233828499716,-0.6252733807491283,-0.8149315800077639
7,33,1,baseline,990.0,1050.0,0.0,-0.052593987671032884,0.6148310039981597,-0.12102103991654266,1.2719955555987807,-0.5393311097619464,-0.6424825186134638,-0.4529799411706945,-0.6252733807491283,-0.6777573625357116
7,34,1,baseline,1020.0,1080.0,0.0,-0.3966680213767023,1.146352577812821,-0.04004791298930305,0.44883139135300304,-0.5393311097619464,-0.6424825186134638,-0.43229020684702424,-0.6252733807491283,-0.6568573772009707
7,35,1,baseline,1050.0,1110.0,0.0,0.6216908502479063,0.8304384738071738,-0.1307363663492195,0.09961023076388494,-0.5393311097619464,-0.6424825186134638,-0.40884561223369703,-0.6252733807491283,-0.6028722190032517
7,36,1,baseline,1080.0,1140.0,0.0,2.39786150489267,-1.1388555376540626,-1.3728769688631004,-1.0877417152391162,-0.5393311097619464,-0.6424825186134638,-0.417659492491609,-0.6252733807491283,-0.6163827977583411
7,37,1,baseline,1110.0,1170.0,0.0,0.5563348731860157,-1.3783514804362431,0.07653600420281903,-1.2584720604160182,-0.5393311097619464,-0.6424825186134638,-0.5365595237083207,-0.6252733807491283,-0.8426968546428639
7,38,1,baseline,1140.0,1200.0,0.0,-1.830247073123816,-1.3346790682335412,-1.0866303606911023,-1.0286427496009576,-0.5393311097619464,-0.6424825186134638,-0.6971988908041057,-0.6252733807491283,-1.0552274898264928
7,39,1,baseline,1170.0,1230.0,0.0,-1.0342001608616593,-1.19816829359427,-1.6698572504155442,-1.0286427496009576,0.3751868589648323,1.097136658261326,0.11224028788753519,1.352442326613468,-1.0983302046798944
7,40,1,baseline,1200.0,1260.0,0.0,-0.900349561048431,-0.9383235413116225,-0.2960334196970576,-0.2012572306667395,0.3751868589648323,1.097136658261326,0.1722264753061654,1.4931302079041926,-1.3424685627828175
7,41,1,baseline,1230.0,1290.0,0.05,-0.8469478217634625,0.3452689284569374,0.6673105686541779,0.5098065146304679,-0.5393311097619464,-0.6424825186134638,-0.25300141445275426,-0.6252733807491283,-1.7120909504822204
7,113,2,stress,3390.0,3450.0,0.03333333333333333,0.805572831558777,3.2010591854299304,3.5935749491186098,3.1460075890944887,24.152654045861077,6.912065525970032,22.003463919507514,1.3495426587397896,4.765340778894507
7,114,2,stress,3420.0,3480.0,0.0,3.571030388820441,2.7838399620317937,4.935663638992971,2.4315063676008988,42.44301342039665,6.912065525970032,22.638197622335003,0.5408691320571131,5.132731893649763
7,115,2,stress,3450.0,3510.0,0.0,3.0311175029349573,3.208461435947737,4.574369490134658,2.1708529763269295,29.63976185822175,4.498870123333156,10.623658867757834,0.18171281672945364,5.095873292062003
7,116,2,stress,3480.0,3540.0,0.0,1.2284052807150008,3.8343624910029397,3.7042545592991263,2.292719119263546,6.776812640052284,4.498870123333156,3.2616006441637935,0.5452303743654958,5.091985549691945
7,117,2,stress,3510.0,3570.0,0.0,0.7383605246218359,3.0987540065645702,5.42849964500579,2.529607473196498,4.033258733871947,1.0193588347399387,1.9380697676884542,0.6267071912894792,5.158025405313386
7,118,2,stress,3540.0,3600.0,0.0,0.609191562422565,2.292514796773871,4.801125485250568,3.085108780113992,4.033258733871947,1.0193588347399387,2.1456617792946444,0.7240818755044789,5.308414711551791
7,119,2,stress,3570.0,3630.0,0.0,3.33263023720755,1.964842417753869,2.7106290957534482,3.130586341537362,4.033258733871947,0.8545104926407312,1.4342074742265032,0.39036172050721235,5.483316745687959
7,120,2,stress,3600.0,3660.0,0.0,6.656669302786058,1.2997666599237345,1.00063973544165,2.209488075989806,5.862294671325505,0.8545104926407312,1.6071537867168022,0.15812562706896424,5.60601411057314
7,121,2,stress,3630.0,3690.0,0.0,7.462345432570286,1.2186795866472724,0.044550606039418954,1.784981918824411,4.033258733871947,0.7842738569363886,0.9110778215845267,0.14497855602326723,5.6818569004924555
7,122,2,stress,3660.0,3720.0,0.0,3.653217090082791,1.6894419391231952,1.5467077709682724,2.18124224682451,2.2042227964183896,0.6294626124244025,1.1020677635143552,0.8077918329259915,5.621087335290564
