sid,window_idx,label,label_name,win_start_s,win_end_s,art_frac,mean_hr,rmssd,sdnn,pnn50,scr_count,scr_max_amp,scr_energy,scr_epeak,scl_mean
6,22,1,baseline,660.0,720.0,0.08333333333333333,0.6840806077284702,1.3547853192690156,1.7188086983532749,1.8321139440464946,6.002192581838213,6.002192581838216,4.674600026581522,6.002192581838212,3.080029373135508
6,23,1,baseline,690.0,750.0,0.016666666666666666,0.621633436550678,0.7005143241560393,0.26761473929573076,-0.13664024674959852,-0.1622214211307625,-0.16222142113076257,0.57901525849554,-0.1622214211307625,2.681648836743315
6,24,1,baseline,720.0,780.0,0.016666666666666666,0.340644038577755,-0.2915285100131574,-0.3720317494435127,-0.5152468219026929,-0.1622214211307625,-0.16222142113076257,2.456489975197208,-0.1622214211307625,2.203200953931961
6,25,1,baseline,750.0,810.0,0.016666666666666666,-0.8454204986255013,0.4473602204284236,0.3892037982030365,0.7096568035926137,-0.1622214211307625,-0.16222142113076257,2.2758520709370247,-0.1622214211307625,1.7761864961488552
6,26,1,baseline,780.0,840.0,0.0,-1.4594224026544491,1.5782019753814034,1.1929490904372841,0.6634340252720357,-0.1622214211307625,-0.16222142113076257,-0.3067602675194902,-0.1622214211307625,1.3740199949713245
6,27,1,baseline,810.0,870.0,0.0,-0.8981955344633763,0.6209378309271623,0.7047829529359516,0.07970636762359853,-0.1622214211307625,-0.16222142113076257,-0.2950642477340804,-0.1622214211307625,1.0009047084603475
6,28,1,baseline,840.0,900.0,0.0,-0.7353302700121847,-0.7422081520660337,-0.5241125067856739,-0.16230848913285886,-0.1622214211307625,-0.16222142113076257,-0.2913205153840673,-0.1622214211307625,0.6845050024943463
6,29,1,baseline,870.0,930.0,0.0,-1.3562624891649748,-1.0760809371209463,-1.3683138818192186,-1.664121946505187,-0.1622214211307625,-0.16222142113076257,-0.3366744310925867,-0.1622214211307625,0.48331903027529294
6,30,1,baseline,900.0,960.0,0.0,-0.011566927072577664,-0.870862739139484,-0.29262742190218316,-0.7270098215645933,-0.1622214211307625,-0.16222142113076257,-0.3887275626661858,-0.1622214211307625,0.3309361900295119
6,31,1,baseline,930.0,990.0,0.0,-0.07748211485318371,0.2977259750873718,0.45520008983984467,0.7268484334241267,-0.1622214211307625,-0.16222142113076257,-0.3898167793796676,-0.1622214211307625,0.18795355352674867
